movieId,rating,userId,title,year,genre,rating_class
2771,3.25,42,Brokedown Palace,1999,4,2
2772,2.85,115,Detroit Rock City,1999,2,2
2774,3.0,596,Better Than Chocolate,1999,2,2
2775,1.0,140,Head On,1998,4,1
2779,3.27,156,Heaven Can Wait,1978,2,2
2782,3.33,91,Pit and the Pendulum,1961,11,2
2784,3.25,91,"Masque of the Red Death, The",1964,11,2
2786,1.75,217,Haunted Honeymoon,1986,2,1
2787,2.42,307,Cat's Eye,1985,11,1
2788,4.05,19,Monty Python's And Now for Something Completely Different,1971,2,0
2789,2.88,160,Damien: Omen II,1978,11,2
2790,2.0,91,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",1981,11,1
2791,3.86,4,Airplane!,1980,2,0
2792,3.18,78,Airplane II: The Sequel,1982,2,2
2793,2.3,19,"American Werewolf in Paris, An",1997,2,1
2794,2.63,36,European Vacation (aka National Lampoon's European Vacation),1985,1,2
2795,3.65,42,National Lampoon's Vacation,1983,2,0
2796,2.59,42,Funny Farm,1988,2,2
2797,3.72,1,Big,1988,2,0
2798,1.58,135,Problem Child,1990,6,1
2799,1.31,185,Problem Child 2,1991,2,1
2800,2.5,600,Little Nemo: Adventures in Slumberland,1992,1,2
2801,4.5,474,Oscar and Lucinda (a.k.a. Oscar & Lucinda),1997,4,0
2802,3.04,19,Tequila Sunrise,1988,3,2
2803,2.92,68,"Pelican Brief, The",1993,5,2
2804,3.97,19,"Christmas Story, A",1983,6,0
2805,3.0,42,Mickey Blue Eyes,1999,2,2
2806,2.33,19,Teaching Mrs. Tingle,1999,2,1
2807,2.62,419,Universal Soldier: The Return,1999,3,2
2808,2.21,19,Universal Soldier,1992,3,1
2810,4.2,187,Perfect Blue,1997,8,0
2812,3.0,266,In Too Deep,1999,3,2
2813,1.0,603,"Source, The",1999,9,1
2815,2.29,199,Iron Eagle,1986,3,1
2816,1.67,217,Iron Eagle II,1988,3,1
2817,2.0,91,Aces: Iron Eagle III,1992,3,1
2818,1.0,160,Iron Eagle IV,1995,3,1
2819,3.75,140,Three Days of the Condor (3 Days of the Condor),1975,4,0
2820,4.0,554,Hamlet,1964,4,0
2822,3.14,19,Medicine Man,1992,1,2
2824,5.0,275,On the Ropes,1999,9,0
2826,2.9,1,"13th Warrior, The",1999,3,2
2827,2.27,42,"Astronaut's Wife, The",1999,11,1
2828,1.5,292,Dudley Do-Right,1999,6,1
2829,3.07,268,"Muse, The",1999,2,2
2835,1.0,414,Chill Factor,1999,3,1
2836,3.5,19,Outside Providence,1999,2,0
2837,3.0,104,Bedrooms & Hallways,1998,2,2
2839,4.0,453,West Beirut (West Beyrouth),1998,4,0
2840,2.87,19,Stigmata,1999,4,2
2841,3.53,28,Stir of Echoes,1999,11,0
2843,3.94,4,"Black Cat, White Cat (Crna macka, beli macor)",1998,2,0
2844,2.67,113,"Minus Man, The",1999,4,2
2846,3.86,274,"Adventures of Milo and Otis, The (Koneko monogatari)",1986,1,0
2847,3.0,177,Only Angels Have Wings,1939,1,2
2848,4.0,325,"Othello (Tragedy of Othello: The Moor of Venice, The)",1952,4,0
2851,3.25,3,Saturn 3,1980,1,2
2852,4.0,288,"Soldier's Story, A",1984,4,0
2856,3.0,384,I Saw What You Did,1965,10,2
2857,3.29,19,Yellow Submarine,1968,1,2
2858,4.06,1,American Beauty,1999,4,0
2859,3.86,260,Stop Making Sense,1984,9,0
2860,2.61,19,Blue Streak,1999,2,2
2861,3.38,42,For Love of the Game,1999,2,2
2862,1.0,555,Caligula,1979,4,1
2863,3.47,156,"Hard Day's Night, A",1964,1,2
2865,4.0,603,Sugar Town,1999,2,0
2866,3.6,288,"Buddy Holly Story, The",1978,4,0
2867,3.58,19,Fright Night,1985,2,0
2868,2.0,91,Fright Night Part II,1988,11,1
2870,3.31,19,Barefoot in the Park,1967,2,2
2871,3.9,42,Deliverance,1972,1,0
2872,3.64,1,Excalibur,1981,1,0
2874,3.67,4,"Pajama Game, The",1957,2,0
2875,2.95,33,Sommersby,1993,4,2
2876,2.0,27,Thumbelina,1994,8,1
2877,3.0,9,Tommy,1975,17,2
2878,2.0,514,Hell Night,1981,11,1
2879,3.21,155,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),1991,3,2
2880,3.08,155,Armour of God (Long xiong hu di),1987,3,2
2881,3.03,68,Double Jeopardy,1999,3,2
2882,2.0,322,Jakob the Liar,1999,4,1
2883,3.2,19,Mumford,1999,2,2
2884,2.0,414,Dog Park,1998,2,1
2885,2.0,603,Guinevere,1999,4,1
2886,1.5,27,"Adventures of Elmo in Grouchland, The",1999,6,1
2887,1.0,448,Simon Sez,1999,3,1
2888,2.1,19,Drive Me Crazy,1999,2,1
2889,3.75,140,"Mystery, Alaska",1999,2,0
2890,3.71,42,Three Kings,1999,3,0
2891,4.0,414,"Happy, Texas",1999,2,0
2892,1.0,603,New Rose Hotel,1998,3,1
2893,3.0,414,Plunkett & MaCleane,1999,3,2
2894,4.0,325,Romance,1999,4,0
2896,3.0,315,Alvarez Kelly,1966,13,2
2897,4.0,606,And the Ship Sails On (E la nave va),1983,2,0
2898,2.0,19,"Dark Half, The",1993,11,1
2899,3.0,1,Gulliver's Travels,1939,1,2
2900,2.5,19,Monkey Shines,1988,11,2
2901,2.89,9,Phantasm,1979,11,2
2902,2.5,288,Psycho II,1983,11,2
2903,2.5,288,Psycho III,1986,11,2
2905,4.25,64,Sanjuro (Tsubaki Sanjûrô),1962,3,0
2906,2.57,42,Random Hearts,1999,4,2
2907,3.57,255,Superstar,1999,2,0
2908,3.55,28,Boys Don't Cry,1999,4,0
2912,3.89,23,"Limey, The",1999,5,0
2915,3.44,19,Risky Business,1983,2,2
2916,3.65,1,Total Recall,1990,3,0
2917,4.0,57,Body Heat,1981,5,0
2918,3.84,18,Ferris Bueller's Day Off,1986,2,0
2919,3.81,244,"Year of Living Dangerously, The",1982,4,0
2921,4.18,4,High Plains Drifter,1973,13,0
2922,3.6,57,Hang 'Em High,1968,5,0
2924,4.05,138,Drunken Master (Jui kuen),1978,3,0
2925,4.1,50,"Conformist, The (Conformista, Il)",1970,4,0
2926,3.32,4,Hairspray,1988,2,2
2927,3.5,474,Brief Encounter,1946,4,0
2928,3.5,414,"Razor's Edge, The",1984,4,0
2929,3.25,474,Reds,1981,4,2
2930,3.5,474,Return with Honor,1998,9,0
2931,4.17,105,Time of the Gypsies (Dom za vesanje),1989,2,0
2932,3.67,290,Days of Heaven,1978,4,0
2935,4.0,57,"Lady Eve, The",1941,2,0
2936,4.0,19,Sullivan's Travels,1941,1,0
2937,4.1,275,"Palm Beach Story, The",1942,2,0
2940,4.0,137,Gilda,1946,4,0
2941,3.78,20,South Pacific,1958,17,0
2942,2.88,47,Flashdance,1983,4,2
2943,4.17,33,Indochine,1992,4,0
2944,3.97,1,"Dirty Dozen, The",1967,3,0
2946,3.36,156,Help!,1965,2,2
2947,3.84,1,Goldfinger,1964,3,0
2948,3.75,1,From Russia with Love,1963,3,0
2949,3.71,1,Dr. No,1962,3,0
2950,2.46,68,"Blue Lagoon, The",1980,1,1
2951,3.94,18,"Fistful of Dollars, A (Per un pugno di dollari)",1964,3,0
2952,3.54,28,Sydney (Hard Eight),1996,5,0
2953,2.52,18,Home Alone 2: Lost in New York,1992,6,2
2956,3.17,66,Someone to Watch Over Me,1987,3,2
2959,4.27,1,Fight Club,1999,3,0
2961,2.4,57,"Story of Us, The",1999,2,1
2962,3.0,307,Fever Pitch,1997,2,2
2964,1.0,275,Julien Donkey-Boy,1999,4,1
2965,2.0,579,"Omega Code, The",1999,3,1
2966,3.93,66,"Straight Story, The",1999,1,0
2967,4.0,188,"Bad Seed, The",1956,4,0
2968,3.73,19,Time Bandits,1981,1,0
2969,5.0,113,"Man and a Woman, A (Un homme et une femme)",1966,4,0
2970,3.38,156,Fitzcarraldo,1982,1,2
2971,4.08,182,All That Jazz,1979,4,0
2972,5.0,603,Red Sorghum (Hong gao liang),1987,4,0
2973,3.92,4,Crimes and Misdemeanors,1989,2,0
2974,2.5,274,Bats,1999,11,2
2975,3.0,342,"Best Man, The",1999,2,2
2976,3.42,182,Bringing Out the Dead,1999,4,2
2977,3.0,160,Crazy in Alabama,1999,2,2
2978,3.0,51,Three to Tango,1999,2,2
2979,3.0,414,Body Shots,1999,4,2
2982,2.0,571,"Guardian, The",1990,11,1
2983,4.0,202,"Ipcress File, The",1965,10,0
2984,4.5,226,On Any Sunday,1971,9,0
2985,3.37,1,RoboCop,1987,3,2
2986,2.64,160,RoboCop 2,1990,3,2
2987,3.57,1,Who Framed Roger Rabbit?,1988,1,0
2988,4.0,290,Melvin and Howard,1980,4,0
2989,3.55,21,For Your Eyes Only,1981,3,0
2990,3.32,21,Licence to Kill,1989,3,2
2991,3.7,1,Live and Let Die,1973,3,0
2992,3.5,91,Rawhead Rex,1986,11,0
2993,3.48,1,Thunderball,1965,3,2
2995,2.43,19,House on Haunted Hill,1999,11,1
2996,3.12,140,Music of the Heart,1999,4,2
2997,3.95,1,Being John Malkovich,1999,2,0
3000,3.96,16,Princess Mononoke (Mononoke-hime),1997,3,0
3002,4.0,603,My Best Fiend (Mein liebster Feind),1999,9,0
3003,4.5,182,Train of Life (Train de vie),1998,2,0
3004,2.55,45,"Bachelor, The",1999,2,2
3005,2.84,19,"Bone Collector, The",1999,10,2
3006,3.74,22,"Insider, The",1999,4,0
3007,3.75,290,American Movie,1999,9,0
3008,4.0,414,Last Night,1998,4,0
3010,4.0,606,Rosetta,1999,4,0
3011,3.25,140,"They Shoot Horses, Don't They?",1969,4,2
3013,4.0,91,Bride of Re-Animator,1990,2,0
3014,2.0,217,Bustin' Loose,1981,2,1
3015,3.67,288,Coma,1978,10,0
3016,3.07,19,Creepshow,1982,11,2
3017,3.0,19,Creepshow 2,1987,11,2
3018,3.45,91,Re-Animator,1985,2,2
3019,4.15,39,Drugstore Cowboy,1989,5,0
3020,3.53,28,Falling Down,1993,3,0
3021,2.0,571,"Funhouse, The",1981,11,1
3022,4.0,16,"General, The",1926,2,0
3024,2.64,3,Piranha,1978,11,2
3028,2.5,156,"Taming of the Shrew, The",1967,2,2
3029,3.25,66,Nighthawks,1981,3,2
3030,4.23,23,Yojimbo,1961,3,0
3031,2.38,19,Repossessed,1990,2,1
3032,3.67,19,"Omega Man, The",1971,3,0
3033,3.48,1,Spaceballs,1987,2,2
3034,3.51,1,Robin Hood,1973,1,0
3035,3.82,19,Mister Roberts,1955,2,0
3036,3.79,202,"Quest for Fire (Guerre du feu, La)",1981,1,0
3037,4.15,27,Little Big Man,1970,13,0
3038,4.2,275,"Face in the Crowd, A",1957,4,0
3039,3.73,17,Trading Places,1983,2,0
3040,3.22,19,Meatballs,1979,2,2
3041,2.08,64,Meatballs Part II,1984,2,1
3042,2.5,225,Meatballs III,1987,2,2
3043,1.0,294,Meatballs 4,1992,2,1
3044,3.77,4,Dead Again,1991,7,0
3045,3.6,57,Peter's Friends,1992,2,0
3046,4.5,275,"Incredibly True Adventure of Two Girls in Love, The",1995,2,0
3048,2.0,19,Under the Rainbow,1981,2,1
3051,2.5,307,Anywhere But Here,1999,2,2
3052,3.65,1,Dogma,1999,1,0
3053,3.91,1,"Messenger: The Story of Joan of Arc, The",1999,4,0
3054,2.31,219,Pokémon: The First Movie,1998,1,1
3055,3.33,140,Felicia's Journey,1999,10,2
3056,4.0,19,Oxygen,1999,5,0
3057,4.0,448,Where's Marlowe?,1998,2,0
3060,3.87,4,"Commitments, The",1991,2,0
3061,3.62,89,Holiday Inn,1942,2,0
3062,4.0,1,"Longest Day, The",1962,3,0
3063,2.17,19,Poison Ivy,1992,4,1
3064,2.33,19,Poison Ivy: New Seduction,1997,4,1
3066,3.93,36,Tora! Tora! Tora!,1970,3,0
3067,3.55,132,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),1988,2,0
3068,4.36,186,"Verdict, The",1982,4,0
3070,3.55,19,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,1,0
3071,3.5,95,Stand and Deliver,1988,2,0
3072,3.56,19,Moonstruck,1987,2,0
3073,5.0,572,"Sandpiper, The",1965,4,0
3074,4.25,66,Jeremiah Johnson,1972,13,0
3075,4.17,59,Repulsion,1965,4,0
3076,3.62,156,Irma la Douce,1963,2,0
3077,4.0,68,42 Up,1998,9,0
3078,4.0,182,Liberty Heights,1999,4,0
3079,3.08,4,Mansfield Park,1999,2,2
3081,3.48,18,Sleepy Hollow,1999,12,2
3082,3.33,19,"World Is Not Enough, The",1999,3,2
3083,4.16,4,All About My Mother (Todo sobre mi madre),1999,4,0
3086,5.0,292,Babes in Toyland,1934,6,0
3087,3.17,19,Scrooged,1988,2,2
3088,3.83,63,Harvey,1950,2,0
3089,4.12,74,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette),1948,4,0
3090,4.17,221,Matewan,1987,4,0
3091,4.12,187,Kagemusha,1980,4,0
3093,3.75,140,McCabe & Mrs. Miller,1971,4,0
3094,4.0,596,Maurice,1987,4,0
3095,4.11,221,"Grapes of Wrath, The",1940,4,0
3096,5.0,156,My Man Godfrey,1957,2,0
3097,3.67,89,"Shop Around the Corner, The",1940,2,0
3098,3.65,42,"Natural, The",1984,4,0
3099,3.07,113,Shampoo,1975,2,2
3100,3.93,28,"River Runs Through It, A",1992,4,0
3101,3.1,19,Fatal Attraction,1987,4,2
3102,3.57,135,Jagged Edge,1985,5,0
3103,2.75,113,Stanley & Iris,1990,4,2
3104,3.64,19,Midnight Run,1988,3,0
3105,3.68,28,Awakenings,1990,4,0
3106,1.0,245,Come See the Paradise,1990,4,1
3107,3.3,28,Backdraft,1991,3,2
3108,3.81,16,"Fisher King, The",1991,2,0
3109,3.5,474,"River, The",1984,4,0
3111,4.25,414,Places in the Heart,1984,4,0
3112,3.0,474,'night Mother,1986,4,2
3113,2.7,19,End of Days,1999,3,2
3114,3.86,7,Toy Story 2,1999,1,0
3115,4.0,51,Flawless,1999,4,0
3117,3.88,140,Ride with the Devil,1999,4,0
3120,3.5,42,"Distinguished Gentleman, The",1992,2,0
3125,4.0,474,"End of the Affair, The",1999,4,0
3127,2.83,368,Holy Smoke,1999,2,2
3129,3.67,199,Sweet and Lowdown,1999,2,0
3130,2.4,156,Bonfire of the Vanities,1990,2,1
3132,2.0,217,Daddy Long Legs,1919,2,1
3134,3.71,156,Grand Illusion (La grande illusion),1937,4,0
3135,3.67,474,"Great Santini, The",1979,4,0
3138,3.0,202,Stealing Home,1988,4,2
3141,1.25,156,"Two Jakes, The",1990,4,1
3142,3.25,42,U2: Rattle and Hum,1988,9,2
3143,3.0,577,Hell in the Pacific,1968,4,2
3145,3.17,307,Cradle Will Rock,1999,4,2
3146,2.32,19,Deuce Bigalow: Male Gigolo,1999,2,1
3147,4.15,1,"Green Mile, The",1999,5,0
3148,3.75,51,"Cider House Rules, The",1999,4,0
3150,3.25,182,"War Zone, The",1999,4,2
3152,4.5,70,"Last Picture Show, The",1971,4,0
3153,4.4,91,"7th Voyage of Sinbad, The",1958,3,0
3155,3.67,83,Anna and the King,1999,4,0
3156,2.8,15,Bicentennial Man,1999,4,2
3157,2.84,20,Stuart Little,1999,6,2
3158,3.67,182,"Emperor and the Assassin, The (Jing ke ci qin wang)",1999,4,0
3159,3.83,20,Fantasia 2000,1999,8,0
3160,3.71,4,Magnolia,1999,4,0
3161,3.0,288,Onegin,1999,4,2
3162,3.0,368,Simpatico,1999,2,2
3163,3.88,104,Topsy-Turvy,1999,2,0
3165,3.0,217,Boiling Point,1993,3,2
3167,3.5,156,Carnal Knowledge,1971,2,0
3168,3.6,1,Easy Rider,1969,1,0
3169,3.3,28,The Falcon and the Snowman,1985,5,2
3171,4.0,309,Room at the Top,1959,4,0
3173,3.0,9,Any Given Sunday,1999,4,2
3174,3.49,16,Man on the Moon,1999,2,2
3175,3.58,4,Galaxy Quest,1999,1,0
3176,3.34,1,"Talented Mr. Ripley, The",1999,4,2
3177,3.25,42,Next Friday,2000,2,2
3178,3.53,28,"Hurricane, The",1999,4,0
3179,3.33,101,Angela's Ashes,1999,4,2
3181,3.92,23,Titus,1999,4,0
3182,4.0,91,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999,9,0
3183,3.0,603,"Third Miracle, The",1999,4,2
3185,3.33,140,Snow Falling on Cedars,1999,4,2
3186,3.46,42,"Girl, Interrupted",1999,4,2
3189,3.55,20,My Dog Skip,1999,6,0
3190,2.0,19,Supernova,2000,1,1
3192,3.0,275,"Terrorist, The (a.k.a. Malli) (Theeviravaathi)",1998,4,2
3194,3.62,202,"Way We Were, The",1973,4,0
3196,3.72,45,Stalag 17,1953,4,0
3197,2.86,79,"Presidio, The",1988,3,2
3198,3.93,28,Papillon,1973,5,0
3200,4.25,156,"Last Detail, The",1973,2,0
3201,4.5,66,Five Easy Pieces,1970,4,0
3203,3.17,19,Dead Calm,1989,10,2
3204,3.69,4,"Boys from Brazil, The",1978,3,0
3206,2.33,414,Against All Odds,1984,15,1
3208,2.19,42,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),1993,3,1
3210,3.48,3,Fast Times at Ridgemont High,1982,2,2
3211,3.75,474,"Cry in the Dark, A",1988,4,0
3213,4.12,19,Batman: Mask of the Phantasm,1993,8,0
3214,3.5,202,American Flyers,1985,4,0
3217,3.5,113,"Star Is Born, A",1937,4,0
3219,3.19,19,Pacific Heights,1990,7,2
3221,3.7,50,"Draughtsman's Contract, The",1982,4,0
3223,3.0,156,"Zed & Two Noughts, A",1985,4,2
3224,4.75,156,Woman in the Dunes (Suna no onna),1964,4,0
3225,2.0,19,Down to You,2000,2,1
3230,3.88,59,"Odessa File, The",1974,10,0
3235,3.67,274,Where the Buffalo Roam,1980,2,0
3238,1.58,19,Eye of the Beholder,1999,10,1
3240,3.25,453,"Big Tease, The",1999,2,2
3241,4.5,453,"Cup, The (Phörpa)",1999,2,0
3243,2.4,1,Encino Man,1992,2,1
3244,3.71,100,"Goodbye Girl, The",1977,2,0
3246,4.17,28,Malcolm X,1992,4,0
3247,3.03,1,Sister Act,1992,2,2
3248,1.89,19,Sister Act 2: Back in the Habit,1993,2,1
3249,3.11,45,"Hand That Rocks the Cradle, The",1992,4,2
3250,3.17,28,Alive,1993,4,2
3251,3.7,113,Agnes of God,1985,4,0
3252,3.59,28,Scent of a Woman,1992,4,0
3253,3.48,1,Wayne's World,1992,2,2
3254,3.3,19,Wayne's World 2,1993,2,2
3255,3.47,4,"League of Their Own, A",1992,2,2
3256,3.52,28,Patriot Games,1992,3,0
3257,2.86,18,"Bodyguard, The",1992,4,2
3258,2.87,19,Death Becomes Her,1992,2,2
3259,3.14,42,Far and Away,1992,1,2
3260,4.0,28,Howards End,1992,4,0
3261,3.18,42,Singles,1992,2,2
3262,3.41,66,Twin Peaks: Fire Walk with Me,1992,5,2
3263,3.05,17,White Men Can't Jump,1992,2,2
3264,2.42,19,Buffy the Vampire Slayer,1992,3,1
3265,4.0,23,Hard-Boiled (Lat sau san taam),1992,3,0
3266,4.5,79,Man Bites Dog (C'est arrivé près de chez vous),1992,2,0
3267,3.56,91,"Mariachi, El",1992,3,0
3268,1.77,45,Stop! Or My Mom Will Shoot,1992,3,1
3269,2.85,19,Forever Young,1992,4,2
3270,2.79,36,"Cutting Edge, The",1992,2,2
3271,3.68,28,Of Mice and Men,1992,4,0
3272,3.44,28,Bad Lieutenant,1992,5,2
3273,2.67,1,Scream 3,2000,2,2
3274,3.38,45,Single White Female,1992,4,2
3275,4.22,18,"Boondock Saints, The",2000,3,0
3276,1.0,448,Gun Shy,2000,2,1
3280,1.5,307,"Baby, The",1973,11,1
3281,2.0,474,"Brandon Teena Story, The",1998,9,1
3283,3.25,156,Minnie and Moskowitz,1971,3,2
3284,3.0,448,They Might Be Giants,1971,2,2
3285,3.06,41,"Beach, The",2000,1,2
3286,2.3,155,Snow Day,2000,2,1
3287,3.17,155,"Tigger Movie, The",2000,8,2
3289,4.5,606,Not One Less (Yi ge dou bu neng shao),1999,4,0
3294,1.5,514,Eaten Alive,1977,11,1
3295,4.0,606,Raining Stones,1993,4,0
3296,4.07,113,To Sir with Love,1967,4,0
3298,3.71,42,Boiler Room,2000,5,0
3299,2.67,367,Hanging Up,2000,2,2
3300,3.56,13,Pitch Black,2000,11,0
3301,3.52,19,"Whole Nine Yards, The",2000,2,0
3302,4.75,275,Beautiful People,1999,2,0
3303,5.0,603,Black Tar Heroin: The Dark End of the Street,2000,9,0
3306,4.12,105,"Circus, The",1928,2,0
3307,3.85,74,City Lights,1931,2,0
3308,2.86,19,"Flamingo Kid, The",1984,2,2
3310,4.1,105,"Kid, The",1921,2,0
3313,1.5,288,Class Reunion,1982,2,1
3315,4.5,89,Happy Go Lovely,1951,17,0
3316,2.46,19,Reindeer Games,2000,3,1
3317,3.66,4,Wonder Boys,2000,2,0
3323,4.0,182,Chain of Fools,2000,2,0
3324,1.33,19,Drowning Mona,2000,2,1
3325,2.17,104,"Next Best Thing, The",2000,2,1
3326,3.17,42,What Planet Are You From?,2000,2,2
3327,3.7,135,Beyond the Mat,1999,9,0
3328,4.05,9,Ghost Dog: The Way of the Samurai,1999,5,0
3329,4.0,202,The Year My Voice Broke,1987,4,0
3330,4.25,310,Splendor in the Grass,1961,4,0
3331,2.0,288,My Tutor,1983,4,1
3334,4.2,57,Key Largo,1948,5,0
3341,4.29,156,Born Yesterday,1950,2,0
3342,3.5,125,Birdy,1984,4,0
3344,4.0,603,Blood Feast,1963,11,0
3345,3.0,288,"Charlie, the Lonesome Cougar",1967,1,2
3347,4.17,36,Never Cry Wolf,1983,1,0
3350,3.83,27,"Raisin in the Sun, A",1961,4,0
3353,4.5,594,"Closer You Get, The",2000,2,0
3354,2.69,7,Mission to Mars,2000,16,2
3355,3.2,19,"Ninth Gate, The",1999,12,2
3357,4.0,160,East-West (Est-ouest),1999,4,0
3358,3.85,4,Defending Your Life,1991,2,0
3359,4.09,70,Breaking Away,1979,2,0
3360,3.7,28,Hoosiers (a.k.a. Best Shot),1986,4,0
3361,3.67,19,Bull Durham,1988,2,0
3362,3.93,36,Dog Day Afternoon,1975,5,0
3363,3.85,29,American Graffiti,1973,2,0
3364,3.67,177,"Asphalt Jungle, The",1950,5,0
3365,4.07,4,"Searchers, The",1956,4,0
3368,3.25,288,"Big Country, The",1958,15,2
3370,2.5,19,Betrayed,1988,4,2
3372,4.0,140,"Bridge at Remagen, The",1969,3,0
3374,4.0,603,Daughters of the Dust,1991,4,0
3378,4.0,414,"Ogre, The (Unhold, Der)",1996,4,0
3379,4.5,599,On the Beach,1959,4,0
3384,4.5,275,"Taking of Pelham One Two Three, The",1974,3,0
3385,2.81,45,Volunteers,1985,2,2
3386,3.5,1,JFK,1991,4,0
3387,2.86,19,Who's Harry Crumb?,1989,2,2
3388,2.55,51,Harry and the Hendersons,1987,6,2
3389,2.0,217,Let's Get Harry,1986,3,1
3390,2.0,448,Shanghai Surprise,1986,1,1
3391,2.5,414,Who's That Girl?,1987,2,2
3392,2.33,217,She-Devil,1989,2,1
3393,1.33,19,Date with an Angel,1987,2,1
3394,2.36,19,Blind Date,1987,2,1
3395,3.0,19,Nadine,1987,2,2
3396,3.59,19,"Muppet Movie, The",1979,1,0
3397,3.45,19,"Great Muppet Caper, The",1981,6,2
3398,3.33,19,"Muppets Take Manhattan, The",1984,6,2
3400,3.0,19,We're Back! A Dinosaur's Story,1993,1,2
3401,2.2,19,Baby... Secret of the Lost Legend,1985,1,1
3402,4.0,202,Turtle Diary,1985,2,0
3403,4.0,587,Raise the Titanic,1980,4,0
3404,3.58,164,Titanic,1953,3,0
3405,3.0,469,"Night to Remember, A",1958,3,2
3406,3.0,217,Captain Horatio Hornblower R.N.,1951,3,2
3408,3.53,4,Erin Brockovich,2000,4,0
3409,2.93,13,Final Destination,2000,4,2
3410,4.0,20,Soft Fruit,1999,2,0
3412,3.42,294,"Bear, The (Ours, L')",1988,1,2
3414,4.0,587,Love Is a Many-Splendored Thing,1955,4,0
3415,4.17,50,"Mirror, The (Zerkalo)",1975,4,0
3417,3.0,217,"Crimson Pirate, The",1952,1,2
3418,3.46,19,Thelma & Louise,1991,1,2
3420,3.17,332,...And Justice for All,1979,4,2
3421,3.69,19,Animal House,1978,2,0
3422,3.33,216,She's Gotta Have It,1986,2,2
3423,2.17,307,School Daze,1988,4,1
3424,4.04,19,Do the Right Thing,1989,4,0
3425,3.4,79,Mo' Better Blues,1990,4,2
3426,3.07,57,Jungle Fever,1991,4,2
3428,3.0,479,"Champ, The",1979,4,2
3429,4.25,16,Creature Comforts,1989,8,0
3430,3.0,51,Death Wish,1974,3,2
3431,1.67,217,Death Wish 2,1982,3,1
3432,1.5,217,Death Wish 3,1985,3,1
3433,1.0,217,Death Wish 4: The Crackdown,1987,3,1
3434,1.0,217,Death Wish 5: The Face of Death,1994,3,1
3435,4.32,17,Double Indemnity,1944,5,0
3436,3.75,198,Dying Young,1991,4,0
3438,3.0,20,Teenage Mutant Ninja Turtles,1990,3,2
3439,2.69,1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,3,2
3440,2.07,1,Teenage Mutant Ninja Turtles III,1993,3,1
3441,3.43,1,Red Dawn,1984,3,2
3442,1.0,555,Band of the Hand,1986,3,1
3444,2.94,66,Bloodsport,1988,3,2
3445,3.5,202,Eyes of Laura Mars,1978,7,0
3446,2.75,57,Funny Bones,1995,2,2
3447,4.0,422,"Good Earth, The",1937,4,0
3448,3.8,1,"Good Morning, Vietnam",1987,2,0
3449,4.0,587,"Good Mother, The",1988,4,0
3450,3.29,1,Grumpy Old Men,1993,2,2
3451,4.55,27,Guess Who's Coming to Dinner,1967,4,0
3452,3.08,68,Romeo Must Die,2000,3,2
3453,3.0,367,Here on Earth,2000,4,2
3454,2.25,19,Whatever It Takes,2000,2,1
3455,2.5,387,Buddy Boy,1999,4,2
3459,4.0,603,Gothic,1986,4,0
3461,3.04,59,Lord of the Flies,1963,1,2
3462,3.72,18,Modern Times,1936,2,0
3466,3.0,19,Heart and Souls,1993,2,2
3467,3.75,156,Hud,1963,4,0
3468,4.33,70,"Hustler, The",1961,4,0
3469,4.08,188,Inherit the Wind,1960,4,0
3470,4.3,202,Dersu Uzala,1975,1,0
3471,3.74,19,Close Encounters of the Third Kind,1977,1,0
3473,5.0,156,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),1976,2,0
3474,4.0,182,Retroactive,1997,16,0
3475,4.5,474,"Place in the Sun, A",1951,4,0
3476,3.56,19,Jacob's Ladder,1990,11,0
3477,3.38,19,Empire Records,1995,2,2
3478,2.79,307,"Bamba, La",1987,4,2
3479,3.33,1,Ladyhawke,1985,1,2
3480,3.33,275,Lucas,1986,4,2
3481,3.67,4,High Fidelity,2000,2,0
3483,3.12,19,"Road to El Dorado, The",2000,8,2
3484,2.75,19,"Skulls, The",2000,10,2
3489,3.36,1,Hook,1991,1,2
3492,4.0,156,"Son of the Sheik, The",1926,1,0
3494,4.0,57,True Grit,1969,1,0
3496,5.0,224,Madame Sousatzka,1988,4,0
3497,2.5,19,Max Dugan Returns,1983,2,2
3498,4.0,59,Midnight Express,1978,4,0
3499,3.84,15,Misery,1990,4,0
3500,3.0,19,Mr. Saturday Night,1992,2,2
3501,2.3,19,Murphy's Romance,1985,2,1
3502,3.5,42,My Life,1993,4,0
3503,4.09,156,Solaris (Solyaris),1972,4,0
3504,4.02,59,Network,1976,2,0
3505,3.72,19,No Way Out,1987,4,0
3506,3.0,156,North Dallas Forty,1979,2,2
3507,4.07,57,"Odd Couple, The",1968,2,0
3508,4.25,4,"Outlaw Josey Wales, The",1976,3,0
3510,3.42,15,Frequency,2000,4,2
